movies,full_situation
"['Gattaca', 'Requiem for a Dream']","ACCEPT. I think I know of something you might like. It seems to fit what you like. I has drama and science fiction and it's from the late 1990s. Why did you accept the movie? wonderful. Why did you accept the movie? Why did you recommend this movie? Great. Do you want another recommendation? ACCEPT. I think it fits the criteria for the year made, and it's a drama/thriller. 90s sci-fi. Hi, what kind of movies do you like? That's a good mix. i would. RECOMMEND Gattaca Hi i was looking for help to find a movie. Why did you recommend this movie? I enjoy sci-fi, some thriller, some drama i like late 90s early 2000s also. RECOMMEND Requiem for a Dream enjoy some drama."
['Alien'],"i like sci-fi and war movie. Hi. Hi, I'd like to help you find a movie you like! What genres do you enjoy? ACCEPT. Why did you accept the movie? Why did you recommend this movie? What are some actors or directors do you prefer? RECOMMEND Alien i like actor in movie harrison ford and james cameron with ridley scott man. i like alien. It's a science fiction directed by Ridley Scott"
"['Dead Man Walking', 'Babe']","Why did you recommend this movie? RECOMMEND Dead Man Walking Seeker likes Tim Robbins Why did you accept the movie? It sounds funny and cute. RECOMMEND Babe Why did you recommend this movie? I like Tim Robbins. Drama is OK, I like Tim RObbins and Kevin Kline and Sigourney Weaver Hi, I like all sorts of movies, like comedies, action flicks, mockumentaries and family movies ACCEPT. ACCEPT. Seeker likes comedies and family movies Why did you accept the movie? Do you like drama at all? How about any favorite actors or directors?"
['Goodfellas (styled as GoodFellas)'],"Why did you accept the movie? Because its kind of in the same genre as LA Confidential and features DeNiro. Hi I want to see a movie. I like movies like Saving Private Ryan and LA confidential, but I also like classics like Taxi Driver with Robert DeNiro.  I am not above watching a raunchy comedy like Theres something about Mary or a more cerebral comedy like Rushmore by Wes Anderson. Alright, what kind of genre do you typically enjoy? Or what's something you're in the mood for? Well, if you enjoy Scorsese films and DeNiro, how about Goodfellas? RECOMMEND Goodfellas (styled as GoodFellas) ACCEPT. Why did you recommend this movie?"
['Pulp Fiction'],"I really like Tarantino as a director. RECOMMEND Pulp Fiction 90's tarantino film seemed like a good start Hey, I'm looking for something from the 90s preferably. I like science fiction, crime stuff, drama, documentaries, and horror. I like Ridley Scott and Tarantino. I sure do. I like some comedy stuff. Why did you accept the movie? ACCEPT. Why did you recommend this movie? Ok, sounds good. Do you like comedy at all?"
"['12', 'Forrest Gump', 'Inception', '30 Minutes or Less']","I think you may like a crime drama then I have in mind RECOMMEND Inception ACCEPT. It is a crime type action movie. They wanted an action movie and this has good reviews with a great cast. Why did you recommend this movie? Sounds like something I would like. Why did you recommend this movie? What's up? I am in the mood for a gritty action movie! I am super angry today and a good action movie would help Any preference for actors or anything directors that you have liked? Great let's see it! Not really as long as they are good at what they do. I like some comedy at times as well as long as it has some action in there. Superhero stuff is fine. What about drama, do you like drama at all? I don't really like science fiction films, sorry! Ok. I like comedies as well. Like Kick-Ass and Up in the Air. RECOMMEND 12 REJECT. Why did you reject the movie? They liked drama and action movies. They liked block buster movies. I also like saving private ryan. Yes a gritty action is definitely a crime movie I like Schindlers list. RECOMMEND Forrest Gump Do you think you would like an action comedy? ACCEPT. I have one more in mind for you, which is a classic movie with comedy and drama. Why did you recommend this movie? I think I have a good movie for you that will fit the action itch you are feeling. ACCEPT. Why did you accept the movie? Why did you recommend this movie? Why did you accept the movie? Why did you accept the movie? It has tom hanks in it? So I might like it. RECOMMEND 30 Minutes or Less I would love that! They wanted an action movie and appreciated comedy."
"['Forrest Gump', 'Hollywood Homicide', 'Music of the Heart', 'L.A. Confidential (1990)']","Why did you accept the movie? RECOMMEND Forrest Gump ACCEPT. It is my third choice that involves the drama the seeker is asking for. Let's try the neo noir. Do you think you would rather pick a american comic science fiction film, about going foward in time.  Or, a neo noir novel film about LA Yes in fact, I do know a few you might enjoy. I have several ideas that involve American films that fit your interests. How about an american epic romantic comedy-drama from 1994? ACCEPT. It has drama, and thrills. Looks good. Why did you recommend this movie? Why did you accept the movie? It fits the seekers desire for comedy and drama ACCEPT. This looks interesting. RECOMMEND L.A. Confidential (1990) Sounds good. Looks like it's worth a try. Why did you recommend this movie? I love thrillers, comedies and dramas. Do you know any good movies? RECOMMEND Hollywood Homicide Why did you recommend this movie? Why did you accept the movie? Why did you recommend this movie? RECOMMEND Music of the Heart Why did you accept the movie? Sure I will try it. Also another that i believe the seeker would enjoy. ACCEPT."
['Forrest Gump'],"Would you be interested in a movie that follows the ups and downs of one man's life. It's both a tearjerker and brings a lot of laughs at the same time? It goes along with what I asked. I think that I might be. ACCEPT. Hi. RECOMMEND Forrest Gump Hey there. What kind of flicks are you interested in today? I love helping people find something good. Why did you accept the movie? Why did you recommend this movie? I like a lot of the classic films that you think of when you think of certain actors like Kevin Costner, and Harrison Ford and Robin Williams.  I also like a bit of comedy drama and some newer political action films Here's a big name actor with both some drama and fun also set in a historical timespan of the Vietnam era and beyond."
"['Small Time Crooks', 'Love and Death', 'Pulp Fiction', 'Manhattan']","Do you like crime comedies? Hi! I love comedies of all types. And I like thrillers, too. ACCEPT. Crime comedy film Why did you accept the movie? Pulp fiction was a comedy crime, and I like those. But I like all comedies too, and even thrillers Because it is another comedy, and Woody has excellent movies all around. RECOMMEND Small Time Crooks ACCEPT. Why did you accept the movie? I accepted it because it is a crime comedy, and I like them. Why did you recommend this movie? ACCEPT. RECOMMEND Pulp Fiction Why did you recommend this movie? Why did you accept the movie? Why did you accept the movie? ACCEPT. RECOMMEND Love and Death Like i said, i like comedies of all types! Crime comedies are great! :) romantic comedy drama film Why did you recommend this movie? comedy crime film directed by Tarantino comedy film, satire Why did you recommend this movie? It's a comedy, and anything with Woody allen is great! RECOMMEND Manhattan"
['Monty Python and the Holy Grail'],"Hello!  I'm looking for a movie recommendation.  I like fantasy adventure, sci-fi horror, neo-noir dystopian sci-fi and comedy films. RECOMMEND Monty Python and the Holy Grail ACCEPT. Seems like something I'd like. I prefer older classics like Indiana Jones, Alien, Blade Runner.  I like comedies by directors like Mel Brooks. Why did you recommend this movie? this fits their interests in theme and time period. Why did you accept the movie? Do you like superhero movies? Or do you think you like older classics instead?"
